Function,DLL,Occurence,Family,Associated
_CorExeMain,MSCOREE,1,{'msilzilla': 1}
ActivateFrame,MFC140U,2,{'cobaltstrike': 2}
GetTrackingID,MFC140U,1,{'cobaltstrike': 1}
SetMenuBarVisibility,MFC140U,2,{'cobaltstrike': 2}
GetMenuBarVisibility,MFC140U,1,{'cobaltstrike': 1}
SetMenuBarState,MFC140U,2,{'cobaltstrike': 2}
GetMenuBarState,MFC140U,1,{'cobaltstrike': 1}
OnSetPreviewMode,MFC140U,2,{'cobaltstrike': 2}
GetMessageBar,MFC140U,2,{'cobaltstrike': 2}
NegotiateBorderSpace,MFC140U,2,{'cobaltstrike': 2}
OnCreateClient,MFC140U,2,{'cobaltstrike': 2}
OnUpdateFrameTitle,MFC140U,2,{'cobaltstrike': 2}
OnUpdateFrameMenu,MFC140U,3,{'cobaltstrike': 3}
DelayUpdateFrameMenu,MFC140U,2,{'cobaltstrike': 2}
ExitHelpMode,MFC140U,1,{'cobaltstrike': 1}
OnShowMenuBar,MFC140U,1,{'cobaltstrike': 1}
OnHideMenuBar,MFC140U,1,{'cobaltstrike': 1}
IsTabbedMDIChild,MFC140U,1,{'cobaltstrike': 1}
AdjustDockingLayout,MFC140U,3,{'cobaltstrike': 3}
OnMoveMiniFrame,MFC140U,2,{'cobaltstrike': 2}
RegisterTaskbarTab,MFC140U,1,{'cobaltstrike': 1}
GetFrameText,MFC140U,1,{'cobaltstrike': 1}
GetFrameIcon,MFC140U,1,{'cobaltstrike': 1}
CanShowOnMDITabs,MFC140U,1,{'cobaltstrike': 1}
UpdateTaskbarTabIcon,MFC140U,1,{'cobaltstrike': 1}
OnTaskbarTabThumbnailStretch,MFC140U,1,{'cobaltstrike': 1}
GetTaskbarPreviewWnd,MFC140U,1,{'cobaltstrike': 1}
OnPressTaskbarThmbnailCloseButton,MFC140U,1,{'cobaltstrike': 1}
OnTaskbarTabThumbnailActivate,MFC140U,1,{'cobaltstrike': 1}
OnTaskbarTabThumbnailMouseActivate,MFC140U,1,{'cobaltstrike': 1}
GetTaskbarThumbnailClipRect,MFC140U,1,{'cobaltstrike': 1}
GetDocumentName,MFC140U,1,{'cobaltstrike': 1}
SetTaskbarThumbnailClipRect,MFC140U,1,{'cobaltstrike': 1}
ActivateTopLevelFrame,MFC140U,1,{'cobaltstrike': 1}
SetTaskbarTabText,MFC140U,1,{'cobaltstrike': 1}
OnUpdateCmdUI,MFC140U,2,{'cobaltstrike': 2}
FromHandle,MFC140U,4,{'cobaltstrike': 4}
CMFCToolBarMenuButton,MFC140U,1,{'cobaltstrike': 1}
~CMFCToolBarMenuButton,MFC140U,1,{'cobaltstrike': 1}
PrepareDrawImage,MFC140U,1,{'cobaltstrike': 1}
OnDraw,MFC140U,1,{'cobaltstrike': 1}
EndDrawImage,MFC140U,1,{'cobaltstrike': 1}
AfxClassInit,MFC140U,1,{'cobaltstrike': 1}
CDockablePane,MFC140U,1,{'cobaltstrike': 1}
~CDockablePane,MFC140U,1,{'cobaltstrike': 1}
CImageList,MFC140U,1,{'cobaltstrike': 1}
~CImageList,MFC140U,1,{'cobaltstrike': 1}
CMFCToolBar,MFC140U,1,{'cobaltstrike': 1}
~CMFCToolBar,MFC140U,1,{'cobaltstrike': 1}
OnCreate,MFC140U,2,{'cobaltstrike': 2}
LoadToolBar,MFC140U,1,{'cobaltstrike': 1}
MeasureItem,MFC140U,3,{'cobaltstrike': 3}
DrawItem,MFC140U,3,{'cobaltstrike': 3}
GetRuntimeClass,MFC140U,13,{'cobaltstrike': 13}
DestroyMenu,MFC140U,3,"{'nolabel': 1, 'cobaltstrike': 2}"
AfxFindResourceHandle,MFC140U,1,{'cobaltstrike': 1}
Attach,MFC140U,2,{'cobaltstrike': 2}
ReplaceButton,MFC140U,1,{'cobaltstrike': 1}
AfxDynamicDownCast,MFC140U,1,{'cobaltstrike': 1}
GetButton,MFC140U,1,{'cobaltstrike': 1}
SetImage,MFC140U,1,{'cobaltstrike': 1}
GetCmdImage,MFC140U,1,{'cobaltstrike': 1}
GetCmdMgr,MFC140U,1,{'cobaltstrike': 1}
OnSize,MFC140U,1,{'cobaltstrike': 1}
InsertItem,MFC140U,1,{'cobaltstrike': 1}
SetItem,MFC140U,1,{'cobaltstrike': 1}
OnContextMenu,MFC140U,1,{'cobaltstrike': 1}
HitTest,MFC140U,3,{'cobaltstrike': 3}
SetFocus,MFC140U,3,"{'nolabel': 1, 'cobaltstrike': 2}",Helper
IsKindOf,MFC140U,1,{'cobaltstrike': 1}
AfxGetThread,MFC140U,1,{'cobaltstrike': 1}
CMFCPopupMenu,MFC140U,1,{'cobaltstrike': 1}
UpdateDialogControls,MFC140U,1,{'cobaltstrike': 1}
CalcFixedLayout,MFC140U,2,{'cobaltstrike': 2}
SetWindowPos,MFC140U,4,"{'nolabel': 1, 'cobaltstrike': 3}"
CPaintDC,MFC140U,1,{'cobaltstrike': 1}
~CPaintDC,MFC140U,1,{'cobaltstrike': 1}
ScreenToClient,MFC140U,4,"{'nolabel': 1, 'cobaltstrike': 3}"
Draw3dRect,MFC140U,1,{'cobaltstrike': 1}
OnSetFocus,MFC140U,1,{'cobaltstrike': 1}
DeleteImageList,MFC140U,1,{'cobaltstrike': 1}
CleanUpLockedImages,MFC140U,1,{'cobaltstrike': 1}
LoadBitmapW,MFC140U,3,{'cobaltstrike': 3}
Serialize,MFC140U,3,{'cobaltstrike': 3}
GetMessageMap,MFC140U,2,{'cobaltstrike': 2}
OnToolHitTest,MFC140U,3,{'cobaltstrike': 3}
get_accParent,MFC140U,2,{'cobaltstrike': 2}
get_accChildCount,MFC140U,3,{'cobaltstrike': 3}
get_accChild,MFC140U,3,{'cobaltstrike': 3}
get_accName,MFC140U,2,{'cobaltstrike': 2}
get_accValue,MFC140U,2,{'cobaltstrike': 2}
GetCurrentAlignment,MFC140U,1,{'cobaltstrike': 1}
IsDocked,MFC140U,2,{'cobaltstrike': 2}
IsTabbed,MFC140U,1,{'cobaltstrike': 1}
IsMDITabbed,MFC140U,1,{'cobaltstrike': 1}
IsVisible,MFC140U,2,{'cobaltstrike': 2}
CanFloat,MFC140U,1,{'cobaltstrike': 1}
CanBeTabbedDocument,MFC140U,1,{'cobaltstrike': 1}
GetDockSiteFrameWnd,MFC140U,1,{'cobaltstrike': 1}
EnableDocking,MFC140U,2,{'cobaltstrike': 2}
DockPane,MFC140U,2,{'cobaltstrike': 2}
FloatPane,MFC140U,1,{'cobaltstrike': 1}
StretchPane,MFC140U,1,{'cobaltstrike': 1}
AdjustLayout,MFC140U,1,{'cobaltstrike': 1}
CreateDefaultMiniframe,MFC140U,1,{'cobaltstrike': 1}
OnBeforeChangeParent,MFC140U,2,{'cobaltstrike': 2}
OnAfterChangeParent,MFC140U,2,{'cobaltstrike': 2}
ShowPane,MFC140U,3,{'cobaltstrike': 3}
GetParentMiniFrame,MFC140U,1,{'cobaltstrike': 1}
LoadState,MFC140U,3,{'cobaltstrike': 3}
SaveState,MFC140U,3,{'cobaltstrike': 3}
MoveWindow,MFC140U,3,"{'nolabel': 1, 'cobaltstrike': 2}"
CopyState,MFC140U,3,{'cobaltstrike': 3}
UndockPane,MFC140U,2,{'cobaltstrike': 2}
OnPaneContextMenu,MFC140U,1,{'cobaltstrike': 1}
CreateEx,MFC140U,6,{'cobaltstrike': 6}
OnSetAccData,MFC140U,2,{'cobaltstrike': 2}
AccNotifyObjectFocusEvent,MFC140U,1,{'cobaltstrike': 1}
DoPaint,MFC140U,2,{'cobaltstrike': 2}
GetAvailableExpandSize,MFC140U,1,{'cobaltstrike': 1}
GetAvailableStretchSize,MFC140U,1,{'cobaltstrike': 1}
GetPaneName,MFC140U,1,{'cobaltstrike': 1}
SetActiveInGroup,MFC140U,1,{'cobaltstrike': 1}
PrepareToDock,MFC140U,1,{'cobaltstrike': 1}
DockByMouse,MFC140U,1,{'cobaltstrike': 1}
CalcSize,MFC140U,1,{'cobaltstrike': 1}
MovePane,MFC140U,1,{'cobaltstrike': 1}
StretchPaneDeferWndPos,MFC140U,1,{'cobaltstrike': 1}
IsChangeState,MFC140U,2,{'cobaltstrike': 2}
SetDockState,MFC140U,1,{'cobaltstrike': 1}
OnProcessDblClk,MFC140U,1,{'cobaltstrike': 1}
OnBeforeFloat,MFC140U,2,{'cobaltstrike': 2}
OnAfterFloat,MFC140U,2,{'cobaltstrike': 2}
CalcAvailableSize,MFC140U,1,{'cobaltstrike': 1}
OnCreateAggregates,MFC140U,1,{'cobaltstrike': 1}
OnPressCloseButton,MFC140U,2,{'cobaltstrike': 2}
ConvertToTabbedDocument,MFC140U,2,{'cobaltstrike': 2}
OnContinueMoving,MFC140U,1,{'cobaltstrike': 1}
OnBeforeDock,MFC140U,1,{'cobaltstrike': 1}
OnAfterDock,MFC140U,2,{'cobaltstrike': 2}
OnAfterStretch,MFC140U,1,{'cobaltstrike': 1}
RemoveFromMiniframe,MFC140U,1,{'cobaltstrike': 1}
SetDragMode,MFC140U,1,{'cobaltstrike': 1}
Dock,MFC140U,2,{'cobaltstrike': 2}
EnterDragMode,MFC140U,2,{'cobaltstrike': 2}
OnRTLChanged,MFC140U,1,{'cobaltstrike': 1}
StoreRecentDockSiteInfo,MFC140U,2,{'cobaltstrike': 2}
ResetImages,MFC140U,1,{'cobaltstrike': 1}
LoadBitmapEx,MFC140U,1,{'cobaltstrike': 1}
LoadToolBarEx,MFC140U,1,{'cobaltstrike': 1}
SetButtons,MFC140U,1,{'cobaltstrike': 1}
InsertButton,MFC140U,2,{'cobaltstrike': 2}
InsertSeparator,MFC140U,1,{'cobaltstrike': 1}
RemoveButton,MFC140U,1,{'cobaltstrike': 1}
RemoveAllButtons,MFC140U,1,{'cobaltstrike': 1}
GetRowHeight,MFC140U,1,{'cobaltstrike': 1}
CreateObject,MFC140U,1,{'cobaltstrike': 1}
CMFCVisualManager,MFC140U,1,{'cobaltstrike': 1}
OnViewDoubleClick,MFC140U,1,{'cobaltstrike': 1}
Deactivate,MFC140U,1,{'cobaltstrike': 1}
RestoreFocus,MFC140U,1,{'cobaltstrike': 1}
GetItemRect,MFC140U,1,{'cobaltstrike': 1}
GetInvalidateItemRect,MFC140U,1,{'cobaltstrike': 1}
SetButtonStyle,MFC140U,1,{'cobaltstrike': 1}
RemoveStateFromRegistry,MFC140U,1,{'cobaltstrike': 1}
CanBeRestored,MFC140U,1,{'cobaltstrike': 1}
RestoreOriginalState,MFC140U,1,{'cobaltstrike': 1}
PrevMenu,MFC140U,1,{'cobaltstrike': 1}
NextMenu,MFC140U,1,{'cobaltstrike': 1}
OnSetDefaultButtonText,MFC140U,1,{'cobaltstrike': 1}
OnGlobalFontsChanged,MFC140U,1,{'cobaltstrike': 1}
OnUserToolTip,MFC140U,1,{'cobaltstrike': 1}
OnChangeHot,MFC140U,1,{'cobaltstrike': 1}
OnChangeVisualManager,MFC140U,1,{'cobaltstrike': 1}
CalcLayout,MFC140U,1,{'cobaltstrike': 1}
DrawDragCursor,MFC140U,1,{'cobaltstrike': 1}
AFXGetParentFrame,MFC140U,1,{'cobaltstrike': 1}
AccGetButtonsCount,MFC140U,1,{'cobaltstrike': 1}
NotifyControlCommand,MFC140U,1,{'cobaltstrike': 1}
FindDropIndex,MFC140U,1,{'cobaltstrike': 1}
AdjustLocations,MFC140U,1,{'cobaltstrike': 1}
DrawSeparator,MFC140U,1,{'cobaltstrike': 1}
CreateDroppedButton,MFC140U,1,{'cobaltstrike': 1}
OnCustomizeMode,MFC140U,1,{'cobaltstrike': 1}
EnableContextMenuItems,MFC140U,1,{'cobaltstrike': 1}
OnCalcSeparatorRect,MFC140U,1,{'cobaltstrike': 1}
AddRemoveSeparator,MFC140U,1,{'cobaltstrike': 1}
ShowCommandMessageString,MFC140U,1,{'cobaltstrike': 1}
CalcMaxButtonHeight,MFC140U,1,{'cobaltstrike': 1}
OnAfterButtonDelete,MFC140U,1,{'cobaltstrike': 1}
SaveOriginalState,MFC140U,1,{'cobaltstrike': 1}
LoadLastOriginalState,MFC140U,1,{'cobaltstrike': 1}
SmartUpdate,MFC140U,1,{'cobaltstrike': 1}
IsInFloatingMultiPaneFrameWnd,MFC140U,1,{'cobaltstrike': 1}
GetCaptionHeight,MFC140U,1,{'cobaltstrike': 1}
GetDockingMode,MFC140U,1,{'cobaltstrike': 1}
CanAutoHide,MFC140U,1,{'cobaltstrike': 1}
EnableGripper,MFC140U,1,{'cobaltstrike': 1}
DockToFrameWindow,MFC140U,1,{'cobaltstrike': 1}
DockPaneStandard,MFC140U,1,{'cobaltstrike': 1}
ToggleAutoHide,MFC140U,1,{'cobaltstrike': 1}
OnShowControlBarMenu,MFC140U,1,{'cobaltstrike': 1}
OnDrawDragRect,MFC140U,1,{'cobaltstrike': 1}
CanAcceptMiniFrame,MFC140U,1,{'cobaltstrike': 1}
Slide,MFC140U,1,{'cobaltstrike': 1}
GetDockingStatus,MFC140U,1,{'cobaltstrike': 1}
AttachToTabWnd,MFC140U,1,{'cobaltstrike': 1}
CreateTabbedPane,MFC140U,1,{'cobaltstrike': 1}
DockToWindow,MFC140U,1,{'cobaltstrike': 1}
DockPaneContainer,MFC140U,1,{'cobaltstrike': 1}
UnSetAutoHideMode,MFC140U,1,{'cobaltstrike': 1}
SetAutoHideMode,MFC140U,1,{'cobaltstrike': 1}
StoreRecentTabRelatedInfo,MFC140U,1,{'cobaltstrike': 1}
DrawCaption,MFC140U,1,{'cobaltstrike': 1}
AdjustPaneToPaneContainer,MFC140U,1,{'cobaltstrike': 1}
OnTrackCaptionButtons,MFC140U,1,{'cobaltstrike': 1}
StopCaptionButtonsTracking,MFC140U,1,{'cobaltstrike': 1}
SetCaptionButtons,MFC140U,1,{'cobaltstrike': 1}
CheckAutoHideCondition,MFC140U,1,{'cobaltstrike': 1}
CheckStopSlideCondition,MFC140U,1,{'cobaltstrike': 1}
OnSlide,MFC140U,1,{'cobaltstrike': 1}
PrepareDrag,MFC140U,1,{'cobaltstrike': 1}
CopyFrom,MFC140U,1,{'cobaltstrike': 1}
OnCalculateSize,MFC140U,1,{'cobaltstrike': 1}
OnClick,MFC140U,1,{'cobaltstrike': 1}
OnChangeParentWnd,MFC140U,1,{'cobaltstrike': 1}
ExportToMenuButton,MFC140U,1,{'cobaltstrike': 1}
OnCancelMode,MFC140U,1,{'cobaltstrike': 1}
AfxThrowInvalidArgException,MFC140U,1,{'cobaltstrike': 1}
OnDrawOnCustomizeList,MFC140U,1,{'cobaltstrike': 1}
OnBeforeDrag,MFC140U,1,{'cobaltstrike': 1}
SaveBarState,MFC140U,1,{'cobaltstrike': 1}
ResetImageToDefault,MFC140U,1,{'cobaltstrike': 1}
CompareWith,MFC140U,1,{'cobaltstrike': 1}
GetStyle,MFC140U,1,{'cobaltstrike': 1}
IsFirstInGroup,MFC140U,1,{'cobaltstrike': 1}
IsLastInGroup,MFC140U,1,{'cobaltstrike': 1}
SetACCData,MFC140U,1,{'cobaltstrike': 1}
GetAccCount,MFC140U,1,{'cobaltstrike': 1}
SetRadio,MFC140U,1,{'cobaltstrike': 1}
OpenPopupMenu,MFC140U,1,{'cobaltstrike': 1}
CreateFromMenu,MFC140U,1,{'cobaltstrike': 1}
CreateMenu,MFC140U,2,{'cobaltstrike': 2}
SetTearOff,MFC140U,1,{'cobaltstrike': 1}
CMDIFrameWndEx,MFC140U,1,{'cobaltstrike': 1}
~CMDIFrameWndEx,MFC140U,1,{'cobaltstrike': 1}
CMFCMenuBar,MFC140U,1,{'cobaltstrike': 1}
~CMFCMenuBar,MFC140U,1,{'cobaltstrike': 1}
CMFCStatusBar,MFC140U,1,{'cobaltstrike': 1}
~CMFCStatusBar,MFC140U,1,{'cobaltstrike': 1}
CMFCToolBarImages,MFC140U,1,{'cobaltstrike': 1}
~CMFCToolBarImages,MFC140U,1,{'cobaltstrike': 1}
GetInt,MFC140U,1,{'cobaltstrike': 1}
SetWindowTextW,MFC140U,3,"{'nolabel': 1, 'cobaltstrike': 2}"
EnableCustomizeButton,MFC140U,1,{'cobaltstrike': 1}
InitUserToolbars,MFC140U,1,{'cobaltstrike': 1}
SetIndicators,MFC140U,1,{'cobaltstrike': 1}
SetDockingMode,MFC140U,1,{'cobaltstrike': 1}
EnableAutoHidePanes,MFC140U,1,{'cobaltstrike': 1}
AddToolBarForImageCollection,MFC140U,1,{'cobaltstrike': 1}
EnableWindowsDialog,MFC140U,1,{'cobaltstrike': 1}
EnablePaneContextMenu,MFC140U,1,{'cobaltstrike': 1}
Load,MFC140U,1,{'cobaltstrike': 1}
SetUserImages,MFC140U,1,{'cobaltstrike': 1}
FreeDataChain,MFC140U,1,{'cobaltstrike': 1}
AfxThrowArchiveException,MFC140U,1,{'cobaltstrike': 1}
Read,MFC140U,1,{'cobaltstrike': 1}
Write,MFC140U,1,{'cobaltstrike': 1}
ReadCount,MFC140U,1,{'cobaltstrike': 1}
WriteCount,MFC140U,1,{'cobaltstrike': 1}
SetBasicCommands,MFC140U,1,{'cobaltstrike': 1}
AfxGetModuleState,MFC140U,1,{'cobaltstrike': 1}
ShowWindowsDialog,MFC140U,1,{'cobaltstrike': 1}
CMFCToolBarsCustomizeDialog,MFC140U,1,{'cobaltstrike': 1}
EnableUserDefinedToolbars,MFC140U,1,{'cobaltstrike': 1}
OnToolbarCreateNew,MFC140U,1,{'cobaltstrike': 1}
BeginWaitCursor,MFC140U,1,{'cobaltstrike': 1}
EndWaitCursor,MFC140U,1,{'cobaltstrike': 1}
SetDefaultManager,MFC140U,1,{'cobaltstrike': 1}
SetStyle,MFC140U,1,{'cobaltstrike': 1}
WriteInt,MFC140U,1,{'cobaltstrike': 1}
GetUserToolBarByIndex,MFC140U,1,{'cobaltstrike': 1}
OnSettingChange,MFC140U,2,{'cobaltstrike': 2}
WinHelpW,MFC140U,4,{'cobaltstrike': 4}
HtmlHelpW,MFC140U,3,{'cobaltstrike': 3}
CreateClient,MFC140U,1,{'cobaltstrike': 1}
GetWindowMenuPopup,MFC140U,1,{'cobaltstrike': 1}
OnShowMDITabContextMenu,MFC140U,1,{'cobaltstrike': 1}
ControlBarToTabbedDocument,MFC140U,1,{'cobaltstrike': 1}
TabbedDocumentToControlBar,MFC140U,1,{'cobaltstrike': 1}
OnSetMenu,MFC140U,1,{'cobaltstrike': 1}
OnShowPopupMenu,MFC140U,1,{'cobaltstrike': 1}
AddDefaultButtonsToCustomizePane,MFC140U,1,{'cobaltstrike': 1}
OnClosePopupMenu,MFC140U,1,{'cobaltstrike': 1}
OnDrawMenuImage,MFC140U,1,{'cobaltstrike': 1}
OnShowPanes,MFC140U,1,{'cobaltstrike': 1}
AdjustClientArea,MFC140U,1,{'cobaltstrike': 1}
LoadMDIState,MFC140U,1,{'cobaltstrike': 1}
SaveMDIState,MFC140U,1,{'cobaltstrike': 1}
CreateDocumentWindow,MFC140U,1,{'cobaltstrike': 1}
CreateNewWindow,MFC140U,1,{'cobaltstrike': 1}
GetInPlaceActiveItem,MFC140U,1,{'cobaltstrike': 1}
CMFCTabCtrl,MFC140U,1,{'cobaltstrike': 1}
~CMFCTabCtrl,MFC140U,1,{'cobaltstrike': 1}
CharToItem,MFC140U,1,{'cobaltstrike': 1}
VKeyToItem,MFC140U,1,{'cobaltstrike': 1}
DeleteItem,MFC140U,2,{'cobaltstrike': 2}
CompareItem,MFC140U,2,{'cobaltstrike': 2}
CWnd,MFC140U,1,{'cobaltstrike': 1}
~CListBox,MFC140U,1,{'cobaltstrike': 1}
Default,MFC140U,1,{'cobaltstrike': 1}
GetTopLevelFrame,MFC140U,1,{'cobaltstrike': 1}
SetVSDotNetLook,MFC140U,1,{'cobaltstrike': 1}
~CComboBox,MFC140U,1,{'cobaltstrike': 1}
CMFCPropertyGridCtrl,MFC140U,1,{'cobaltstrike': 1}
~CMFCPropertyGridCtrl,MFC140U,1,{'cobaltstrike': 1}
ExpandAll,MFC140U,1,{'cobaltstrike': 1}
SetAlphabeticMode,MFC140U,1,{'cobaltstrike': 1}
EnableHeaderCtrl,MFC140U,1,{'cobaltstrike': 1}
EnableDescriptionArea,MFC140U,1,{'cobaltstrike': 1}
MarkModifiedProperties,MFC140U,1,{'cobaltstrike': 1}
CMFCPropertyGridProperty,MFC140U,2,{'cobaltstrike': 2}
"CStringT<wchar_t,class_StrTraitMFC_DLL<wchar_t,class_ATL::ChTraitsCRT<wchar_t>_>_>",MFC140U,2,{'cobaltstrike': 2}
AddSubItem,MFC140U,1,{'cobaltstrike': 1}
COleVariant,MFC140U,1,{'cobaltstrike': 1}
operator=,MFC140U,1,{'cobaltstrike': 1}
AddOption,MFC140U,1,{'cobaltstrike': 1}
AddProperty,MFC140U,1,{'cobaltstrike': 1}
EnableSpinControl,MFC140U,1,{'cobaltstrike': 1}
CMFCPropertyGridFontProperty,MFC140U,1,{'cobaltstrike': 1}
Enable,MFC140U,1,{'cobaltstrike': 1}
CMFCPropertyGridColorProperty,MFC140U,1,{'cobaltstrike': 1}
EnableOtherButton,MFC140U,1,{'cobaltstrike': 1}
EnableAutomaticButton,MFC140U,1,{'cobaltstrike': 1}
CMFCPropertyGridFileProperty,MFC140U,2,{'cobaltstrike': 2}
Expand,MFC140U,1,{'cobaltstrike': 1}
Detach,MFC140U,1,{'cobaltstrike': 1}
GetNonClientMetrics,MFC140U,1,{'cobaltstrike': 1}
~CTreeCtrl,MFC140U,1,{'cobaltstrike': 1}
GetEventSinkMap,MFC140U,1,{'cobaltstrike': 1}
GetConnectionMap,MFC140U,1,{'cobaltstrike': 1}
GetDispatchMap,MFC140U,1,{'cobaltstrike': 1}
GetCommandMap,MFC140U,1,{'cobaltstrike': 1}
GetTypeLib,MFC140U,1,{'cobaltstrike': 1}
GetTypeLibCache,MFC140U,1,{'cobaltstrike': 1}
GetTypeInfoCount,MFC140U,1,{'cobaltstrike': 1}
GetDispatchIID,MFC140U,1,{'cobaltstrike': 1}
IsInvokeAllowed,MFC140U,1,{'cobaltstrike': 1}
GetContextMenuManager,MFC140U,1,{'cobaltstrike': 1}
AddMenu,MFC140U,1,{'cobaltstrike': 1}
DoModal,MFC140U,1,{'cobaltstrike': 1}
~CDialogImpl,MFC140U,1,{'cobaltstrike': 1}
DeleteObject,MFC140U,4,"{'nolabel': 1, 'cobaltstrike': 3}"
"~CStringT<wchar_t,class_StrTraitMFC_DLL<wchar_t,class_ATL::ChTraitsCRT<wchar_t>_>_>",MFC140U,1,{'cobaltstrike': 1}
Format,MFC140U,1,{'cobaltstrike': 1}
AfxMessageBox,MFC140U,2,{'cobaltstrike': 2}
~CDialog,MFC140U,1,{'cobaltstrike': 1}
CDialogEx,MFC140U,1,{'cobaltstrike': 1}
ExitInstance,MFC140U,1,{'cobaltstrike': 1}
AfxOleTerm,MFC140U,1,{'cobaltstrike': 1}
ShowWindow,MFC140U,4,"{'nolabel': 1, 'cobaltstrike': 2, 'convagent': 1}",Helper
ProcessShellCommand,MFC140U,1,{'cobaltstrike': 1}
ParseCommandLine,MFC140U,1,{'cobaltstrike': 1}
~CCommandLineInfo,MFC140U,1,{'cobaltstrike': 1}
CCommandLineInfo,MFC140U,1,{'cobaltstrike': 1}
AddDocTemplate,MFC140U,1,{'cobaltstrike': 1}
CMultiDocTemplate,MFC140U,1,{'cobaltstrike': 1}
operator_new,MFC140U,1,{'cobaltstrike': 1}
GetTooltipManager,MFC140U,1,{'cobaltstrike': 1}
SetTooltipParams,MFC140U,1,{'cobaltstrike': 1}
CleanState,MFC140U,1,{'cobaltstrike': 1}
LoadSysPolicies,MFC140U,1,{'cobaltstrike': 1}
LoadAppLangResourceDLL,MFC140U,1,{'cobaltstrike': 1}
RestartInstance,MFC140U,1,{'cobaltstrike': 1}
IsTaskbarInteractionEnabled,MFC140U,1,{'cobaltstrike': 1}
GetDataRecoveryHandler,MFC140U,1,{'cobaltstrike': 1}
ApplicationRecoveryCallback,MFC140U,1,{'cobaltstrike': 1}
RegisterWithRestartManager,MFC140U,2,{'cobaltstrike': 2}
WinHelpInternal,MFC140U,2,{'cobaltstrike': 2}
OnDDECommand,MFC140U,1,{'cobaltstrike': 1}
DoWaitCursor,MFC140U,1,{'cobaltstrike': 1}
DoMessageBox,MFC140U,1,{'cobaltstrike': 1}
SaveAllModified,MFC140U,1,{'cobaltstrike': 1}
InitApplication,MFC140U,1,{'cobaltstrike': 1}
AddToRecentFileList,MFC140U,1,{'cobaltstrike': 1}
OpenDocumentFile,MFC140U,2,{'cobaltstrike': 2}
Unregister,MFC140U,1,{'cobaltstrike': 1}
Register,MFC140U,1,{'cobaltstrike': 1}
InitTooltipManager,MFC140U,1,{'cobaltstrike': 1}
InitKeyboardManager,MFC140U,1,{'cobaltstrike': 1}
InitContextMenuManager,MFC140U,1,{'cobaltstrike': 1}
LoadStdProfileSettings,MFC140U,1,{'cobaltstrike': 1}
SetRegistryKey,MFC140U,1,{'cobaltstrike': 1}
EnableTaskbarInteraction,MFC140U,1,{'cobaltstrike': 1}
AfxEnableControlContainer,MFC140U,1,{'cobaltstrike': 1}
AfxOleInit,MFC140U,1,{'cobaltstrike': 1}
InitInstance,MFC140U,1,{'cobaltstrike': 1}
SetAppID,MFC140U,1,{'cobaltstrike': 1}
~CWinAppEx,MFC140U,1,{'cobaltstrike': 1}
CWinAppEx,MFC140U,1,{'cobaltstrike': 1}
InitLibId,MFC140U,1,{'cobaltstrike': 1}
TranslateChar,MFC140U,1,{'cobaltstrike': 1}
WriteProfileBinary,MFC140U,1,{'cobaltstrike': 1}
GetProfileBinary,MFC140U,1,{'cobaltstrike': 1}
WriteProfileStringW,MFC140U,1,{'cobaltstrike': 1}
GetProfileStringW,MFC140U,1,{'cobaltstrike': 1}
WriteProfileInt,MFC140U,1,{'cobaltstrike': 1}
GetProfileIntW,MFC140U,2,{'cobaltstrike': 2}
GetMainWnd,MFC140U,1,{'cobaltstrike': 1}
ProcessMessageFilter,MFC140U,1,{'cobaltstrike': 1}
ProcessWndProcException,MFC140U,1,{'cobaltstrike': 1}
IsIdleMessage,MFC140U,1,{'cobaltstrike': 1}
EnsureStdObj,MFC140U,1,{'cobaltstrike': 1}
OnDrawIconicThumbnailOrLivePreview,MFC140U,1,{'cobaltstrike': 1}
PumpMessage,MFC140U,1,{'cobaltstrike': 1}
EndModalLoop,MFC140U,1,{'cobaltstrike': 1}
ContinueModal,MFC140U,1,{'cobaltstrike': 1}
Run,MFC140U,1,{'cobaltstrike': 1}
PreSubclassWindow,MFC140U,1,{'cobaltstrike': 1}
ReloadWindowPlacement,MFC140U,1,{'cobaltstrike': 1}
StoreWindowPlacement,MFC140U,1,{'cobaltstrike': 1}
LoadWindowPlacement,MFC140U,1,{'cobaltstrike': 1}
OnClosingMainFrame,MFC140U,1,{'cobaltstrike': 1}
GetConnectionHook,MFC140U,1,{'cobaltstrike': 1}
OnAppContextHelp,MFC140U,1,{'cobaltstrike': 1}
GetExtraConnectionPoints,MFC140U,1,{'cobaltstrike': 1}
DrawButton,MFC140U,1,{'cobaltstrike': 1}
ShowPopupMenu,MFC140U,1,{'cobaltstrike': 1}
GetInterfaceHook,MFC140U,1,{'cobaltstrike': 1}
OnFilePrintSetup,MFC140U,1,{'cobaltstrike': 1}
OnFileOpen,MFC140U,1,{'cobaltstrike': 1}
OnFileNew,MFC140U,1,{'cobaltstrike': 1}
AdjustSizeImmediate,MFC140U,1,{'cobaltstrike': 1}
operator_delete,MFC140U,1,{'cobaltstrike': 1}
AfxWinMain,MFC140U,1,{'cobaltstrike': 1}
GetStartupInfoW,KERNEL32,5,"{'nolabel': 1, 'cobaltstrike': 2, 'malheur': 1, 'registrystorage': 1}"
EnableWindow,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
ClientToScreen,USER32,3,"{'nolabel': 1, 'cobaltstrike': 2}"
