Function,DLL,Occurence,Family,Associated
CloseHandle,KERNEL32,30,"{""cobaltstrike"": 20, ""rozena"": 4, ""shlem"": 3, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
ConnectNamedPipe,KERNEL32,5,"{""cobaltstrike"": 5}",Helper
CreateFileA,KERNEL32,14,"{""cobaltstrike"": 10, ""rozena"": 3, ""shelma"": 1}",Helper
CreateNamedPipeA,KERNEL32,5,"{""cobaltstrike"": 5}",
CreateThread,KERNEL32,22,"{""cobaltstrike"": 15, ""rozena"": 3, ""shelma"": 1, ""shlem"": 2, ""jobutyve"": 1}",Injection
DeleteCriticalSection,KERNEL32,25,"{""cobaltstrike"": 17, ""shlem"": 3, ""shelma"": 1, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",
EnterCriticalSection,KERNEL32,25,"{""cobaltstrike"": 17, ""shlem"": 3, ""shelma"": 1, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",
FreeLibrary,KERNEL32,20,"{""cobaltstrike"": 14, ""shlem"": 3, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetCurrentProcess,KERNEL32,28,"{""cobaltstrike"": 20, ""shlem"": 3, ""shelma"": 1, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",Enumeration
GetCurrentProcessId,KERNEL32,24,"{""cobaltstrike"": 17, ""shlem"": 2, ""shelma"": 1, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",Enumeration
GetCurrentThreadId,KERNEL32,28,"{""cobaltstrike"": 20, ""shlem"": 3, ""shelma"": 1, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",Enumeration
GetLastError,KERNEL32,26,"{""cobaltstrike"": 18, ""shlem"": 3, ""shelma"": 1, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetModuleHandleA,KERNEL32,15,"{""cobaltstrike"": 12, ""rozena"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",Evasion
GetProcAddress,KERNEL32,31,"{""cobaltstrike"": 21, ""rozena"": 4, ""shlem"": 3, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",Evasion
GetStartupInfoA,KERNEL32,11,"{""cobaltstrike"": 9, ""rozena"": 2}",
GetSystemTimeAsFileTime,KERNEL32,24,"{""cobaltstrike"": 17, ""shlem"": 2, ""shelma"": 1, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",Anti-Debugging
GetTickCount,KERNEL32,16,"{""cobaltstrike"": 12, ""shlem"": 2, ""rozena"": 2}",Anti-Debugging
InitializeCriticalSection,KERNEL32,15,"{""cobaltstrike"": 11, ""shlem"": 2, ""rozena"": 2}",
LeaveCriticalSection,KERNEL32,25,"{""cobaltstrike"": 17, ""shlem"": 3, ""shelma"": 1, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",
LoadLibraryA,KERNEL32,18,"{""cobaltstrike"": 14, ""rozena"": 3, ""shlem"": 1}",Evasion
LoadLibraryW,KERNEL32,13,"{""cobaltstrike"": 8, ""rozena"": 3, ""shlem"": 2}",
QueryPerformanceCounter,KERNEL32,26,"{""cobaltstrike"": 18, ""shlem"": 3, ""shelma"": 1, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",Anti-Debugging
ReadFile,KERNEL32,16,"{""cobaltstrike"": 12, ""shlem"": 2, ""shelma"": 1, ""rozena"": 1}",Enumeration
SetUnhandledExceptionFilter,KERNEL32,30,"{""cobaltstrike"": 21, ""rozena"": 4, ""shlem"": 2, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
Sleep,KERNEL32,23,"{""cobaltstrike"": 16, ""shlem"": 3, ""shelma"": 1, ""rozena"": 2, ""shellcoderunner"": 1}",Anti-Debugging
TerminateProcess,KERNEL32,23,"{""cobaltstrike"": 17, ""shlem"": 2, ""shelma"": 1, ""rozena"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",Helper
TlsGetValue,KERNEL32,25,"{""cobaltstrike"": 18, ""shlem"": 3, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",
UnhandledExceptionFilter,KERNEL32,26,"{""cobaltstrike"": 19, ""shlem"": 3, ""shelma"": 1, ""rozena"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
VirtualAlloc,KERNEL32,17,"{""cobaltstrike"": 12, ""rozena"": 3, ""shlem"": 1, ""jobutyve"": 1}",Injection
VirtualProtect,KERNEL32,15,"{""cobaltstrike"": 10, ""shlem"": 2, ""rozena"": 2, ""jobutyve"": 1}",Injection
VirtualQuery,KERNEL32,18,"{""cobaltstrike"": 11, ""rozena"": 4, ""shlem"": 2, ""jobutyve"": 1}",
WriteFile,KERNEL32,25,"{""cobaltstrike"": 17, ""rozena"": 3, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",Helper
__dllonexit,MSVCRT,3,"{""cobaltstrike"": 3}",
__getmainargs,MSVCRT,10,"{""cobaltstrike"": 8, ""rozena"": 2}",
__set_app_type,MSVCRT,11,"{""cobaltstrike"": 8, ""shelma"": 1, ""rozena"": 2}",
_amsg_exit,MSVCRT,11,"{""cobaltstrike"": 8, ""shelma"": 1, ""rozena"": 2}",
_cexit,MSVCRT,14,"{""cobaltstrike"": 12, ""rozena"": 2}",
_initterm,MSVCRT,15,"{""cobaltstrike"": 12, ""shelma"": 1, ""rozena"": 2}",
_lock,MSVCRT,3,"{""cobaltstrike"": 3}",
_onexit,MSVCRT,10,"{""cobaltstrike"": 8, ""rozena"": 2}",
_unlock,MSVCRT,3,"{""cobaltstrike"": 3}",
abort,MSVCRT,10,"{""cobaltstrike"": 8, ""rozena"": 2}",
calloc,MSVCRT,11,"{""cobaltstrike"": 8, ""shelma"": 1, ""rozena"": 2}",
exit,MSVCRT,14,"{""cobaltstrike"": 12, ""rozena"": 2}",
fprintf,MSVCRT,10,"{""cobaltstrike"": 8, ""rozena"": 2}",
free,MSVCRT,15,"{""cobaltstrike"": 12, ""shelma"": 1, ""rozena"": 2}",
fwrite,MSVCRT,11,"{""cobaltstrike"": 9, ""rozena"": 2}",
malloc,MSVCRT,14,"{""cobaltstrike"": 11, ""shelma"": 1, ""rozena"": 2}",
memcpy,MSVCRT,15,"{""cobaltstrike"": 12, ""shelma"": 1, ""rozena"": 2}",
signal,MSVCRT,11,"{""cobaltstrike"": 9, ""rozena"": 2}",
sprintf,MSVCRT,6,"{""cobaltstrike"": 6}",
strlen,MSVCRT,11,"{""cobaltstrike"": 9, ""rozena"": 2}",
strncmp,MSVCRT,11,"{""cobaltstrike"": 9, ""rozena"": 2}",
vfprintf,MSVCRT,10,"{""cobaltstrike"": 8, ""rozena"": 2}",
WriteConsoleW,KERNEL32,19,"{""rozena"": 3, ""shlem"": 2, ""cobaltstrike"": 12, ""jobutyve"": 1, ""shellcoderunner"": 1}",
WaitForMultipleObjects,KERNEL32,8,"{""rozena"": 4, ""cobaltstrike"": 4}",Evasion
WaitForSingleObject,KERNEL32,20,"{""rozena"": 4, ""cobaltstrike"": 12, ""shlem"": 3, ""shelma"": 1}",Evasion
VirtualFree,KERNEL32,11,"{""rozena"": 3, ""cobaltstrike"": 6, ""shlem"": 1, ""shellcoderunner"": 1}",
SwitchToThread,KERNEL32,8,"{""rozena"": 3, ""cobaltstrike"": 4, ""shlem"": 1}",
SuspendThread,KERNEL32,10,"{""rozena"": 4, ""cobaltstrike"": 5, ""shlem"": 1}",Injection
SetWaitableTimer,KERNEL32,6,"{""rozena"": 3, ""cobaltstrike"": 3}",Evasion
SetProcessPriorityBoost,KERNEL32,6,"{""rozena"": 3, ""cobaltstrike"": 3}",
SetEvent,KERNEL32,18,"{""rozena"": 4, ""cobaltstrike"": 9, ""shelma"": 1, ""shlem"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",
SetErrorMode,KERNEL32,7,"{""rozena"": 3, ""cobaltstrike"": 4}",
SetConsoleCtrlHandler,KERNEL32,9,"{""rozena"": 3, ""shlem"": 1, ""cobaltstrike"": 5}",
ResumeThread,KERNEL32,10,"{""rozena"": 4, ""cobaltstrike"": 5, ""shlem"": 1}",Injection
PostQueuedCompletionStatus,KERNEL32,6,"{""rozena"": 3, ""cobaltstrike"": 3}",
SetThreadContext,KERNEL32,7,"{""rozena"": 4, ""cobaltstrike"": 3}",Injection
GetThreadContext,KERNEL32,7,"{""rozena"": 4, ""cobaltstrike"": 3}",Injection
GetSystemInfo,KERNEL32,11,"{""rozena"": 3, ""cobaltstrike"": 4, ""shelma"": 1, ""shlem"": 2, ""jobutyve"": 1}",
GetSystemDirectoryA,KERNEL32,6,"{""rozena"": 3, ""cobaltstrike"": 3}",Enumeration
GetStdHandle,KERNEL32,22,"{""rozena"": 3, ""cobaltstrike"": 14, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetQueuedCompletionStatusEx,KERNEL32,6,"{""rozena"": 3, ""cobaltstrike"": 3}",
GetProcessAffinityMask,KERNEL32,8,"{""rozena"": 4, ""shlem"": 1, ""cobaltstrike"": 3}",
GetEnvironmentStringsW,KERNEL32,18,"{""rozena"": 3, ""shlem"": 2, ""cobaltstrike"": 11, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetConsoleMode,KERNEL32,19,"{""rozena"": 3, ""shlem"": 2, ""cobaltstrike"": 12, ""jobutyve"": 1, ""shellcoderunner"": 1}",
FreeEnvironmentStringsW,KERNEL32,18,"{""rozena"": 3, ""shlem"": 2, ""cobaltstrike"": 11, ""jobutyve"": 1, ""shellcoderunner"": 1}",
ExitProcess,KERNEL32,20,"{""rozena"": 3, ""cobaltstrike"": 11, ""shlem"": 3, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
DuplicateHandle,KERNEL32,9,"{""rozena"": 4, ""cobaltstrike"": 5}",
CreateWaitableTimerExW,KERNEL32,6,"{""rozena"": 3, ""cobaltstrike"": 3}",
CreateIoCompletionPort,KERNEL32,6,"{""rozena"": 3, ""cobaltstrike"": 3}",
CreateEventA,KERNEL32,8,"{""rozena"": 4, ""cobaltstrike"": 4}",
AddVectoredExceptionHandler,KERNEL32,11,"{""rozena"": 4, ""cobaltstrike"": 6, ""shellcoderunner"": 1}",
RtlUnwindEx,KERNEL32,11,"{""cobaltstrike"": 8, ""shlem"": 2, ""shellcoderunner"": 1}",
SetFilePointer,KERNEL32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",
GetACP,KERNEL32,13,"{""cobaltstrike"": 8, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",
LocalFree,KERNEL32,8,"{""cobaltstrike"": 4, ""shlem"": 3, ""rozena"": 1}",
QueryPerformanceFrequency,KERNEL32,7,"{""cobaltstrike"": 3, ""shlem"": 2, ""rozena"": 2}",Anti-Debugging
lstrcmpiA,KERNEL32,4,"{""cobaltstrike"": 2, ""shlem"": 1, ""jobutyve"": 1}",
GetProcessHeap,KERNEL32,16,"{""cobaltstrike"": 11, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",Injection
HeapAlloc,KERNEL32,18,"{""cobaltstrike"": 13, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",Injection
GetStartupInfoW,KERNEL32,13,"{""cobaltstrike"": 7, ""shlem"": 3, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetCPInfoExW,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
GetThreadPriority,KERNEL32,3,"{""cobaltstrike"": 1, ""shlem"": 1, ""rozena"": 1}",
SetThreadPriority,KERNEL32,4,"{""cobaltstrike"": 1, ""shlem"": 2, ""rozena"": 1}",Helper
RtlUnwind,KERNEL32,9,"{""cobaltstrike"": 6, ""shlem"": 2, ""jobutyve"": 1}",
GetCPInfo,KERNEL32,13,"{""cobaltstrike"": 8, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetCommandLineW,KERNEL32,13,"{""cobaltstrike"": 8, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetVersionExW,KERNEL32,3,"{""cobaltstrike"": 1, ""shlem"": 2}",
VerifyVersionInfoW,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
GetModuleHandleW,KERNEL32,19,"{""cobaltstrike"": 13, ""shlem"": 3, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
HeapCreate,KERNEL32,6,"{""cobaltstrike"": 5, ""shlem"": 1}",Injection
HeapDestroy,KERNEL32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",
LCMapStringW,KERNEL32,13,"{""cobaltstrike"": 8, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetDiskFreeSpaceW,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
VerSetConditionMask,KERNEL32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",
GetUserDefaultUILanguage,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
FindFirstFileW,KERNEL32,4,"{""cobaltstrike"": 2, ""shlem"": 2}",
SetLastError,KERNEL32,17,"{""cobaltstrike"": 11, ""shlem"": 3, ""rozena"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetModuleFileNameW,KERNEL32,14,"{""cobaltstrike"": 8, ""shlem"": 3, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetNativeSystemInfo,KERNEL32,3,"{""cobaltstrike"": 1, ""shlem"": 1, ""rozena"": 1}",Anti-Debugging
lstrlenA,KERNEL32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",
lstrlenW,KERNEL32,4,"{""cobaltstrike"": 3, ""shlem"": 1}",
SetEndOfFile,KERNEL32,8,"{""cobaltstrike"": 6, ""shlem"": 2}",
CompareStringW,KERNEL32,12,"{""cobaltstrike"": 8, ""shlem"": 3, ""shellcoderunner"": 1}",
lstrcpyA,KERNEL32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",
HeapFree,KERNEL32,16,"{""cobaltstrike"": 11, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",
WideCharToMultiByte,KERNEL32,15,"{""cobaltstrike"": 10, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",
MultiByteToWideChar,KERNEL32,19,"{""cobaltstrike"": 12, ""shlem"": 3, ""shelma"": 1, ""rozena"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
FindClose,KERNEL32,14,"{""cobaltstrike"": 9, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",Helper
ResetEvent,KERNEL32,10,"{""cobaltstrike"": 5, ""shelma"": 1, ""shlem"": 2, ""rozena"": 1, ""jobutyve"": 1}",
GetLocaleInfoW,KERNEL32,8,"{""cobaltstrike"": 6, ""shlem"": 2}",
GetVersion,KERNEL32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",
RaiseException,KERNEL32,16,"{""cobaltstrike"": 9, ""shlem"": 3, ""shelma"": 1, ""rozena"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
FormatMessageW,KERNEL32,9,"{""cobaltstrike"": 6, ""shlem"": 3}",
GetExitCodeThread,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
GetLocalTime,KERNEL32,4,"{""cobaltstrike"": 2, ""shlem"": 2}",
GetCurrentThread,KERNEL32,8,"{""cobaltstrike"": 6, ""shlem"": 1, ""rozena"": 1}",Enumeration
ExitThread,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
GetDateFormatW,KERNEL32,3,"{""cobaltstrike"": 1, ""shlem"": 2}",
GetLogicalProcessorInformation,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Anti-Debugging
IsValidLocale,KERNEL32,7,"{""cobaltstrike"": 6, ""shlem"": 1}",
TlsSetValue,KERNEL32,18,"{""cobaltstrike"": 12, ""shlem"": 3, ""rozena"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetSystemDefaultUILanguage,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
LoadLibraryExW,KERNEL32,12,"{""cobaltstrike"": 7, ""shlem"": 3, ""jobutyve"": 1, ""shellcoderunner"": 1}",
EnumCalendarInfoW,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
LocalAlloc,KERNEL32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",Injection
CreateEventW,KERNEL32,10,"{""cobaltstrike"": 5, ""shelma"": 1, ""shlem"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",
VirtualQueryEx,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Enumeration
GetThreadLocale,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Enumeration
SetThreadLocale,KERNEL32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
CoInitialize,OLE32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",
CoUninitialize,OLE32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",
GetMessageW,USER32,3,"{""cobaltstrike"": 1, ""shlem"": 2}",
TranslateMessage,USER32,6,"{""cobaltstrike"": 4, ""shlem"": 2}",
CharLowerBuffW,USER32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
CharUpperW,USER32,3,"{""cobaltstrike"": 1, ""shlem"": 2}",
PeekMessageW,USER32,5,"{""cobaltstrike"": 3, ""shlem"": 2}",
GetSystemMetrics,USER32,5,"{""cobaltstrike"": 3, ""shlem"": 2}",
MessageBoxA,USER32,4,"{""cobaltstrike"": 2, ""shlem"": 2}",
MessageBoxW,USER32,7,"{""cobaltstrike"": 4, ""shlem"": 3}",
CharUpperBuffW,USER32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
CharNextW,USER32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
MsgWaitForMultipleObjects,USER32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",
LoadStringW,USER32,3,"{""cobaltstrike"": 1, ""shlem"": 2}",
GetCursorPos,USER32,4,"{""cobaltstrike"": 3, ""shlem"": 1}",
DispatchMessageW,USER32,5,"{""cobaltstrike"": 3, ""shlem"": 2}",
SysFreeString,OLEAUT32,4,"{""cobaltstrike"": 3, ""shlem"": 1}",
VariantClear,OLEAUT32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
VariantInit,OLEAUT32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
GetErrorInfo,OLEAUT32,4,"{""cobaltstrike"": 3, ""shlem"": 1}",
SysReAllocStringLen,OLEAUT32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
SafeArrayCreate,OLEAUT32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
SysAllocStringLen,OLEAUT32,3,"{""cobaltstrike"": 2, ""shlem"": 1}",
SafeArrayPtrOfIndex,OLEAUT32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
SafeArrayGetUBound,OLEAUT32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
SafeArrayGetLBound,OLEAUT32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
VariantCopy,OLEAUT32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
VariantChangeType,OLEAUT32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
memset,MSVCRT,9,"{""cobaltstrike"": 7, ""shelma"": 1, ""rozena"": 1}",
CryptDeriveKey,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Ransomware
CryptGetKeyParam,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
CryptSetKeyParam,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Ransomware
CryptDecrypt,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Ransomware
CryptDestroyKey,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Ransomware
CryptImportKey,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
CryptDestroyHash,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Ransomware
RegOpenKeyExW,ADVAPI32,3,"{""cobaltstrike"": 1, ""shlem"": 2}",
CryptGetHashParam,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Ransomware
CryptReleaseContext,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Ransomware
RegQueryValueExW,ADVAPI32,3,"{""cobaltstrike"": 1, ""shlem"": 2}",
RegCloseKey,ADVAPI32,5,"{""cobaltstrike"": 2, ""shlem"": 2, ""jobutyve"": 1}",Helper
CryptHashData,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Ransomware
CryptCreateHash,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",Ransomware
CryptAcquireContextW,ADVAPI32,2,"{""cobaltstrike"": 1, ""shlem"": 1}",
CreateWindowExW,USER32,4,"{""shlem"": 2, ""cobaltstrike"": 2}",
SystemParametersInfoW,USER32,2,"{""shlem"": 1, ""cobaltstrike"": 1}",
DestroyIcon,USER32,5,"{""shlem"": 2, ""cobaltstrike"": 3}",
SetWindowLongPtrW,USER32,1,"{""shlem"": 1}",
GetWindowLongPtrW,USER32,1,"{""shlem"": 1}",
GetClientRect,USER32,4,"{""shlem"": 2, ""cobaltstrike"": 2}",
InvalidateRect,USER32,2,"{""shlem"": 1, ""cobaltstrike"": 1}",
ReleaseDC,USER32,5,"{""shlem"": 2, ""cobaltstrike"": 3}",
GetDC,USER32,5,"{""shlem"": 2, ""cobaltstrike"": 3}",Spying
DrawTextW,USER32,2,"{""shlem"": 1, ""cobaltstrike"": 1}",
GetDialogBaseUnits,USER32,1,"{""shlem"": 1}",
EndDialog,USER32,3,"{""shlem"": 2, ""cobaltstrike"": 1}",
DialogBoxIndirectParamW,USER32,1,"{""shlem"": 1}",
MoveWindow,USER32,3,"{""shlem"": 1, ""cobaltstrike"": 2}",
SendMessageW,USER32,4,"{""shlem"": 2, ""cobaltstrike"": 2}",
Ordinal_380,COMCTL32,1,"{""shlem"": 1}",
IsValidCodePage,KERNEL32,10,"{""shlem"": 2, ""cobaltstrike"": 6, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetStringTypeW,KERNEL32,11,"{""shlem"": 2, ""cobaltstrike"": 7, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetFileAttributesExW,KERNEL32,3,"{""shlem"": 1, ""cobaltstrike"": 2}",
HeapReAlloc,KERNEL32,15,"{""shlem"": 2, ""cobaltstrike"": 11, ""jobutyve"": 1, ""shellcoderunner"": 1}",Injection
FlushFileBuffers,KERNEL32,11,"{""shlem"": 2, ""cobaltstrike"": 7, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetCurrentDirectoryW,KERNEL32,7,"{""shlem"": 2, ""cobaltstrike"": 5}",
GetOEMCP,KERNEL32,11,"{""shlem"": 2, ""cobaltstrike"": 7, ""jobutyve"": 1, ""shellcoderunner"": 1}",
MulDiv,KERNEL32,2,"{""shlem"": 1, ""cobaltstrike"": 1}",
SetDllDirectoryW,KERNEL32,2,"{""shlem"": 1, ""cobaltstrike"": 1}",
GetEnvironmentVariableW,KERNEL32,6,"{""shlem"": 1, ""cobaltstrike"": 5}",
ExpandEnvironmentStringsW,KERNEL32,3,"{""shlem"": 2, ""cobaltstrike"": 1}",
CreateDirectoryW,KERNEL32,3,"{""shlem"": 2, ""cobaltstrike"": 1}",
GetTempPathW,KERNEL32,3,"{""shlem"": 2, ""cobaltstrike"": 1}",
GetExitCodeProcess,KERNEL32,4,"{""shlem"": 2, ""cobaltstrike"": 2}",
CreateProcessW,KERNEL32,5,"{""shlem"": 1, ""cobaltstrike"": 4}",
FindFirstFileExW,KERNEL32,8,"{""shlem"": 1, ""cobaltstrike"": 5, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetTimeZoneInformation,KERNEL32,4,"{""shlem"": 1, ""cobaltstrike"": 3}",
HeapSize,KERNEL32,11,"{""shlem"": 2, ""cobaltstrike"": 7, ""jobutyve"": 1, ""shellcoderunner"": 1}",
SetEnvironmentVariableW,KERNEL32,8,"{""shlem"": 2, ""cobaltstrike"": 5, ""shellcoderunner"": 1}",
RtlCaptureContext,KERNEL32,15,"{""shlem"": 1, ""cobaltstrike"": 11, ""shelma"": 1, ""rozena"": 1, ""shellcoderunner"": 1}",
RtlLookupFunctionEntry,KERNEL32,17,"{""shlem"": 1, ""cobaltstrike"": 13, ""shelma"": 1, ""rozena"": 1, ""shellcoderunner"": 1}",
RtlVirtualUnwind,KERNEL32,17,"{""shlem"": 1, ""cobaltstrike"": 13, ""shelma"": 1, ""rozena"": 1, ""shellcoderunner"": 1}",
IsProcessorFeaturePresent,KERNEL32,15,"{""shlem"": 2, ""cobaltstrike"": 10, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
InitializeSListHead,KERNEL32,15,"{""shlem"": 2, ""cobaltstrike"": 10, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
IsDebuggerPresent,KERNEL32,17,"{""shlem"": 2, ""cobaltstrike"": 10, ""shelma"": 1, ""rozena"": 2, ""jobutyve"": 1, ""shellcoderunner"": 1}",Anti-Debugging
InitializeCriticalSectionAndSpinCount,KERNEL32,12,"{""shlem"": 2, ""cobaltstrike"": 7, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
TlsAlloc,KERNEL32,15,"{""shlem"": 2, ""cobaltstrike"": 10, ""rozena"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
TlsFree,KERNEL32,14,"{""shlem"": 2, ""cobaltstrike"": 10, ""jobutyve"": 1, ""shellcoderunner"": 1}",
EncodePointer,KERNEL32,9,"{""shlem"": 2, ""cobaltstrike"": 6, ""jobutyve"": 1}",
RtlPcToFileHeader,KERNEL32,7,"{""shlem"": 1, ""cobaltstrike"": 6}",
GetCommandLineA,KERNEL32,11,"{""shlem"": 2, ""cobaltstrike"": 7, ""jobutyve"": 1, ""shellcoderunner"": 1}",
CreateFileW,KERNEL32,12,"{""shlem"": 2, ""cobaltstrike"": 7, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
GetDriveTypeW,KERNEL32,3,"{""shlem"": 1, ""cobaltstrike"": 2}",
GetFileInformationByHandle,KERNEL32,3,"{""shlem"": 1, ""cobaltstrike"": 2}",
GetFileType,KERNEL32,12,"{""shlem"": 2, ""cobaltstrike"": 8, ""jobutyve"": 1, ""shellcoderunner"": 1}",
PeekNamedPipe,KERNEL32,3,"{""shlem"": 1, ""cobaltstrike"": 2}",Helper
SystemTimeToTzSpecificLocalTime,KERNEL32,4,"{""shlem"": 2, ""cobaltstrike"": 2}",
FileTimeToSystemTime,KERNEL32,5,"{""shlem"": 2, ""cobaltstrike"": 3}",
GetFullPathNameW,KERNEL32,5,"{""shlem"": 2, ""cobaltstrike"": 3}",
RemoveDirectoryW,KERNEL32,3,"{""shlem"": 2, ""cobaltstrike"": 1}",
FindNextFileW,KERNEL32,10,"{""shlem"": 2, ""cobaltstrike"": 6, ""jobutyve"": 1, ""shellcoderunner"": 1}",
SetStdHandle,KERNEL32,11,"{""shlem"": 2, ""cobaltstrike"": 7, ""jobutyve"": 1, ""shellcoderunner"": 1}",
DeleteFileW,KERNEL32,3,"{""shlem"": 2, ""cobaltstrike"": 1}",
GetModuleHandleExW,KERNEL32,12,"{""shlem"": 2, ""cobaltstrike"": 7, ""shelma"": 1, ""jobutyve"": 1, ""shellcoderunner"": 1}",
